0.0,-0.0,-94.3,140.0,140.0,140.0
-0.1,0.1,-94.4,140.0,140.0,140.5
-0.3,0.2,-94.5,140.0,140.0,141.0
-0.4,0.3,-94.6,140.0,140.0,141.5
-0.6,0.3,-94.6,140.0,140.0,142.0
-0.7,0.4,-94.7,140.0,140.0,142.5
-0.9,0.5,-94.8,140.0,140.0,143.0
-1.1,0.6,-94.9,140.0,140.0,143.5
-1.2,0.7,-95.0,140.0,140.0,144.0
-1.4,0.8,-95.1,140.0,140.0,144.5
-1.6,0.9,-95.1,140.0,140.0,145.0
-1.7,1.0,-95.2,140.0,140.0,145.5
-1.9,1.1,-95.3,140.0,140.0,146.0
-2.1,1.2,-95.4,140.0,140.0,146.5
-2.3,1.3,-95.5,140.0,140.0,147.0
-2.5,1.4,-95.6,140.0,140.0,147.5
-2.6,1.5,-95.7,140.0,140.0,148.0
-2.8,1.6,-95.8,140.0,140.0,148.5
-3.0,1.8,-95.9,140.0,140.0,149.0
-3.2,1.9,-96.0,140.0,140.0,149.5
-3.4,2.0,-96.1,140.0,140.0,150.0
0.1,0.1,-94.4,140.0,140.5,140.0
0.0,0.2,-94.5,140.0,140.5,140.5
-0.1,0.3,-94.6,140.0,140.5,141.0
-0.3,0.3,-94.6,140.0,140.5,141.5
-0.4,0.4,-94.7,140.0,140.5,142.0
-0.6,0.5,-94.8,140.0,140.5,142.5
-0.8,0.6,-94.9,140.0,140.5,143.0
-0.9,0.7,-95.0,140.0,140.5,143.5
-1.1,0.8,-95.0,140.0,140.5,144.0
-1.3,0.9,-95.1,140.0,140.5,144.5
-1.4,1.0,-95.2,140.0,140.5,145.0
-1.6,1.1,-95.3,140.0,140.5,145.5
-1.8,1.2,-95.4,140.0,140.5,146.0
-2.0,1.3,-95.5,140.0,140.5,146.5
-2.1,1.4,-95.6,140.0,140.5,147.0
-2.3,1.5,-95.7,140.0,140.5,147.5
-2.5,1.6,-95.8,140.0,140.5,148.0
-2.7,1.7,-95.9,140.0,140.5,148.5
-2.9,1.8,-96.0,140.0,140.5,149.0
-3.1,2.0,-96.1,140.0,140.5,149.5
-3.3,2.1,-96.2,140.0,140.5,150.0
0.3,0.2,-94.5,140.0,141.0,140.0
0.1,0.3,-94.6,140.0,141.0,140.5
-0.0,0.3,-94.6,140.0,141.0,141.0
-0.1,0.4,-94.7,140.0,141.0,141.5
-0.3,0.5,-94.8,140.0,141.0,142.0
-0.5,0.6,-94.9,140.0,141.0,142.5
-0.6,0.7,-95.0,140.0,141.0,143.0
-0.8,0.8,-95.0,140.0,141.0,143.5
-0.9,0.9,-95.1,140.0,141.0,144.0
-1.1,1.0,-95.2,140.0,141.0,144.5
-1.3,1.1,-95.3,140.0,141.0,145.0
-1.4,1.2,-95.4,140.0,141.0,145.5
-1.6,1.3,-95.5,140.0,141.0,146.0
-1.8,1.4,-95.6,140.0,141.0,146.5
-2.0,1.5,-95.7,140.0,141.0,147.0
-2.2,1.6,-95.8,140.0,141.0,147.5
-2.4,1.7,-95.9,140.0,141.0,148.0
-2.5,1.8,-95.9,140.0,141.0,148.5
-2.7,1.9,-96.0,140.0,141.0,149.0
-2.9,2.1,-96.1,140.0,141.0,149.5
