-0.0,-0.0,-121.1,170,170,170,0.0,0.0,-1.0
-0.7,0.4,-121.6,170,170,171,-0.0064670283756643387,0.0037337405735467554,-0.99997211797395535
-1.5,0.8,-122.0,170,170,172,-0.012936397275509635,0.0074688324493594306,-0.99988842685940393
-2.2,1.3,-122.5,170,170,173,-0.019407573323942513,0.011204967682895613,-0.99974886586427336
-3.0,1.7,-123.0,170,170,174,-0.025880023948854199,0.014941838793504936,-0.99955338317364295
-3.8,2.2,-123.4,170,170,175,-0.032353217387459728,0.018679138767800359,-0.99930193590304484
-4.6,2.6,-123.9,170,170,176,-0.038826622693149154,0.022416561063613706,-0.99899449005503793
-5.4,3.1,-124.4,170,170,177,-0.045299709743293358,0.026153799614502347,-0.99863102047898444
-6.2,3.6,-124.8,170,170,178,-0.051771949247943885,0.029890548834772053,-0.99821151083396376
-7.0,4.0,-125.3,170,170,179,-0.058242812759377267,0.033626503624987446,-0.9977359535547643
-7.9,4.5,-125.8,170,170,180,-0.064711772682426075,0.037361359377936575,-0.99720434982090334
-8.7,5.0,-126.2,170,170,181,-0.071178302285550693,0.041094811985023259,-0.99661670952862436
-9.6,5.5,-126.7,170,170,182,-0.077641875712597869,0.04482655784305585,-0.99597305126583247
-10.5,6.0,-127.2,170,170,183,-0.084101967995202878,0.048556293861407689,-0.99527340228993288
-11.4,6.6,-127.6,170,170,184,-0.090558055065785362,0.052283717469520138,-0.99451779850853828
-12.3,7.1,-128.1,170,170,185,-0.097009613771094891,0.056008526624723269,-0.99370628446302511
-13.2,7.6,-128.5,170,170,186,-0.10345612188626474,0.059730419820349698,-0.99283891331491392
-14.1,8.2,-129.0,170,170,187,-0.10989705812932592,0.063449096094114282,-0.99191574683506234
-15.1,8.7,-129.4,170,170,188,-0.11633190217614582,0.067164255036739021,-0.99093685539566012
-16.0,9.3,-129.9,170,170,189,-0.12276013467574404,0.07087559680079554,-0.98990231796502237
-17.0,9.8,-130.3,170,170,190,-0.12918123726595132,0.074582822109745914,-0.98881222210518005
0.7,0.4,-121.6,170,171,170,0.0064670283756643396,0.0037337405735467528,-0.99997211797395535
0.0,0.8,-122.0,170,171,171,2.6020852139652164e-18,0.0074721497197663949,-0.99997208309960606
-0.7,1.3,-122.5,170,171,172,-0.0064696620394707289,0.011211664126820675,-0.99991621752054927
-1.5,1.7,-123.0,170,171,173,-0.012941425403213516,0.014951975605305508,-0.99980445984904043
-2.3,2.2,-123.5,170,171,174,-0.0194147584769244,0.01869277645201262,-0.99963675765839954
-3.0,2.6,-123.9,170,171,175,-0.025889130378170901,0.02243375945342933,-0.99941306743760738
-3.8,3.1,-124.4,170,171,176,-0.032364010963992385,0.026174617889817106,-0.99913335454915364
-4.6,3.5,-124.9,170,171,177,-0.038838870839404044,0.029915045539836305,-0.99879759319006656
-5.4,4.0,-125.4,170,171,178,-0.045313181366745336,0.03365473668568237,-0.99840576635606526
-6.3,4.5,-125.8,170,171,179,-0.051786414675824718,0.037393386118705192,-0.99795786580877299
-7.1,5.0,-126.3,170,171,180,-0.058258043674803923,0.041130689145478641,-0.99745389204594448
-8.0,5.5,-126.8,170,171,181,-0.064727542061777416,0.044866341594293868,-0.99689385427465904
-8.9,6.0,-127.2,170,171,182,-0.071194384336993544,0.048600039822045686,-0.9962777703874417
-9.7,6.5,-127.7,170,171,183,-0.077658045815675522,0.05233148072148721,-0.99560566694127806
-10.6,7.0,-128.2,170,171,184,-0.084118002641393158,0.056060361728824191,-0.99487757913949182
-11.5,7.6,-128.6,170,171,185,-0.090573731799941867,0.059786380831623999,-0.99409355081646522
-12.5,8.1,-129.1,170,171,186,-0.097024711133688449,0.063509236577015404,-0.99325363442517989
-13.4,8.6,-129.5,170,171,187,-0.10347041935633594,0.067228628080151551,-0.99235789102756911
-14.4,9.2,-130.0,170,171,188,-0.10991033606807289,0.070944255032916279,-0.99140639028766997
-15.3,9.8,-130.5,170,171,189,-0.11634394177105913,0.074655817712845685,-0.99039921046757651
-16.3,10.3,-130.9,170,171,190,-0.12277071788521532,0.078363016992246418,-0.98933643842619179
1.5,0.8,-122.0,170,172,170,0.01293639727550964,0.0074688324493594289,-0.99988842685940404
0.7,1.3,-122.5,170,172,171,0.0064696620394707367,0.011211664126820675,-0.99991621752054927
0.0,1.7,-123.0,170,172,172,6.0715321659188271e-18,0.014955354311731724,-0.99988816243488476
-0.8,2.2,-123.5,170,172,173,-0.0064720576211589262,0.018699594649831879,-0.99980419964615086
-1.5,2.6,-123.9,170,172,174,-0.012945980250224946,0.022444077295586475,-0.99966427613960007
-2.3,3.1,-124.4,170,172,175,-0.019421237968719786,0.026188494915774817,-0.99946834779787241
-3.1,3.5,-124.9,170,172,176,-0.025897301521715516,0.029932540693651626,-0.99921637936010443
-3.9,4.0,-125.4,170,172,177,-0.032373642326934959,0.033675908333649286,-0.99890834438420395
-4.7,4.5,-125.9,170,172,178,-0.038849732484647514,0.03741829206658695,-0.99854422521222919
-5.5,5.0,-126.3,170,172,179,-0.045325044788313444,0.041159386655358378,-0.99812401293881925
-6.4,5.5,-126.8,170,172,180,-0.051799052735921017,0.044898887401065658,-0.99764770738262498
-7.2,6.0,-127.3,170,172,181,-0.058271230541973605,0.048636490149573233,-0.99711531706069712
-8.1,6.5,-127.8,170,172,182,-0.064741053150074057,0.052371891298451337,-0.99652685916579409
-9.0,7.0,-128.2,170,172,183,-0.071207996246065192,0.056104787804284378,-0.99588235954657656
-9.9,7.5,-128.7,170,172,184,-0.077671536271678804,0.059834877190316452,-0.99518185269066128
-10.8,8.1,-129.2,170,172,185,-0.084131150438649924,0.063561857554408449,-0.99442538171051442
-11.7,8.6,-129.6,170,172,186,-0.090586316743256706,0.067285427577283771,-0.99361299833216377
-12.7,9.1,-130.1,170,172,187,-0.097036513981238762,0.071005286531034981,-0.99274476288672231
-13.6,9.7,-130.6,170,172,188,-0.10348122176305988,0.074721134287871943,-0.99182074430471467
-14.6,10.3,-131.0,170,172,189,-0.10991992052946768,0.078432671329083256,-0.99084102011320641
-15.6,10.8,-131.5,170,172,190,-0.11635209156731777,0.082139598754193244,-0.98980567643573891
2.2,1.3,-122.5,170,173,170,0.019407573323942523,0.011204967682895613,-0.99974886586427336
1.5,1.7,-123.0,170,173,171,0.012941425403213523,0.014951975605305505,-0.99980445984904043
0.8,2.2,-123.5,170,173,172,0.0064720576211589366,0.018699594649831879,-0.99980419964615086
0.0,2.6,-124.0,170,173,173,8.6736173798840324e-18,0.022447516377875162,-0.99974802275796737
-0.8,3.1,-124.4,170,173,174,-0.0064742180097537311,0.026195432882269862,-0.99963587560534894
-1.5,3.5,-124.9,170,173,175,-0.012950067537241898,0.029943036790920335,-0.99946771348479202
-2.3,4.0,-125.4,170,173,176,-0.019427020300046033,0.033690021271004136,-0.99924350052878541
-3.1,4.5,-125.9,170,173,177,-0.025904548613785276,0.037436080033711322,-0.99896320966931784
-4.0,4.9,-126.4,170,173,178,-0.032382125402458439,0.041180907339485567,-0.99862682260447833
-4.8,5.4,-126.9,170,173,179,-0.038859224209487259,0.044924198003739667,-0.99823432976809479
-5.6,5.9,-127.3,170,173,180,-0.045335319209406526,0.048665647403012977,-0.9977857303023665
-6.5,6.4,-127.8,170,173,181,-0.051809885220158593,0.052404951481545198,-0.99728103203344387
-7.4,7.0,-128.3,170,173,182,-0.058282397715941618,0.056141806758236365,-0.99672025144992493
-8.2,7.5,-128.8,170,173,183,-0.064752332840570873,0.059875910333968711,-0.99610341368423316
-9.1,8.0,-129.3,170,173,184,-0.071219167421305851,0.063606959899262683,-0.99543055249685275
-10.1,8.6,-129.7,170,173,185,-0.077682378983101819,0.067334653742242345,-0.99470171026340259
-11.0,9.1,-130.2,170,173,186,-0.08414144576324567,0.071058690756886908,-0.99391693796453029
-11.9,9.7,-130.7,170,173,187,-0.090595846726330448,0.074778770451541562,-0.99307629517862062
-12.9,10.2,-131.1,170,173,188,-0.097045061579534533,0.078494592957667753,-0.99217985007731058
-13.8,10.8,-131.6,170,173,189,-0.10348857078815796,0.082205859038805632,-0.9912276794238124
-14.8,11.4,-132.0,170,173,190,-0.10992585559138515,0.085912270099730653,-0.99021986857405198
3.0,1.7,-123.0,170,174,170,0.025880023948854202,0.014941838793504931,-0.99955338317364295
2.3,2.2,-123.5,170,174,171,0.019414758476924414,0.01869277645201262,-0.99963675765839954
1.5,2.6,-123.9,170,174,172,0.012945980250224955,0.022444077295586468,-0.99966427613960007
0.8,3.1,-124.4,170,174,173,0.0064742180097537485,0.026195432882269862,-0.99963587560534894
0.0,3.5,-124.9,170,174,174,8.6736173798840339e-18,0.02994653532437748,-0.99955150193577613
-0.8,4.0,-125.4,170,174,175,-0.0064761460394886063,0.033697077292137743,-0.99941110986142379
-1.6,4.5,-125.9,170,174,176,-0.012953692883342843,0.037446752017897426,-0.99921466292483629
-2.4,4.9,-126.4,170,174,177,-0.01943211383036161,0.041195253300856778,-0.99896213344528828
